Time [d] 	u [m/s]	v [m/s]	Tair [?C]	sol [W m-2]	vap [mbar]	Longwave [W m-2]
160001	0.6566	-0.9826	20.45	169.06	20.05	373.12
160002	-0.0867	0.3002	19.95	184.44	19.95	361.28
160003	0.1843	-0.5277	20.91	213.3	20.67	377.93
160004	0.1939	0.6247	20.9	209.08	20.55	367.58
160005	1.9465	-0.0947	19.88	197.26	19.51	369.33
160006	-0.066	0.4713	20.53	220.61	20.28	363.82
160007	-1.1292	-0.1388	21.38	238.03	20.54	371.25
160008	-0.9938	-0.5755	22.24	273.63	21.05	366.67
160009	-1.0095	-0.1511	21.68	223.87	20.78	360.06
160010	-2.3358	-0.0222	22.38	258.72	20.82	362.66
160011	-2.5122	-0.2494	23.31	284.92	20.91	354.49
160012	-1.5984	0.5509	23.05	278	20.86	367.63
160013	-0.6396	-0.2798	23.31	242.06	21.51	374.21
160014	0.464	-0.2012	20.87	135.76	20.43	368.9
160015	-0.7207	0.2687	21.94	222.78	20.7	371.31
160016	-0.557	-0.414	22.36	199.66	21.11	365.28
160017	-0.3972	0.1973	21.44	207.07	20.74	360.52
160018	-1.0963	-0.5473	21.51	280.14	20.62	366.48
160019	-0.0318	-0.5999	22.94	263.71	21.75	375.87
160020	-0.1428	1.4781	20.18	189.47	19.57	363.96
160021	-2.0071	0.0338	21.45	254.09	19.89	368.1
160022	-1.8564	-0.0033	21.35	219.52	19.98	360.94
160023	-0.602	-1.2075	22.89	273.47	20.92	371.87
160024	1.4777	-0.7922	22	238.34	21.12	375.54
